Job num,Machine num,Seed,Lambda,objective value,lower bound,total time,initial ban num,total ban num,total iter num
40,2,40,1.15,4,4,0.486,0,0,1
40,2,50,1.15,4,4,0.398,0,0,1
40,2,60,1.15,5,5,0.559,0,0,1
40,2,70,1.15,4,4,0.534,0,0,1
40,2,80,1.15,4,4,0.435,0,0,1
40,2,90,1.15,4,4,0.433,0,0,1
40,2,100,1.15,4,4,0.426,0,0,1
40,3,10,1.15,3,3,0.394,0,0,1
40,3,20,1.15,3,3,0.316,0,0,1
40,3,30,1.15,3,3,0.392,0,0,1
40,3,40,1.15,3,3,0.392,0,0,1
40,3,50,1.15,3,3,0.36,0,0,1
40,3,60,1.15,3,3,0.326,0,0,1
40,3,70,1.15,3,3,0.507,0,0,1
40,3,80,1.15,3,3,0.374,0,0,1
40,3,90,1.15,3,3,0.347,0,0,1
40,3,100,1.15,3,3,0.4,0,0,1
40,4,10,1.15,3,3,15.809,0,2,2
40,4,20,1.15,3,3,1.282,0,3,5
40,4,30,1.15,2,2,0.403,0,0,1
40,4,40,1.15,3,3,180.818,0,0,2
40,4,50,1.15,2,2,0.274,0,0,1
40,4,60,1.15,2,2,0.247,0,0,1
40,4,70,1.15,2,2,0.404,0,0,1
40,4,80,1.15,2,2,0.371,0,0,1
40,4,90,1.15,3,3,39.945,0,1,2
40,4,100,1.15,2,2,0.358,0,0,1
40,5,10,1.15,2,2,0.869,0,3,3
40,5,20,1.15,2,2,0.621,0,2,3
40,5,30,1.15,2,2,0.203,0,0,1
40,5,40,1.15,2,2,0.338,0,0,2
40,5,50,1.15,2,2,2.187,0,10,7
40,5,60,1.15,1,1,0.22,0,0,1
40,5,70,1.15,1,1,0.3,0,0,1
40,5,80,1.15,2,2,0.637,0,1,2
40,5,90,1.15,2,2,1.974,0,8,8
40,5,100,1.15,1,1,0.231,0,0,1
50,2,10,1.15,6,6,3.171,0,0,1
50,2,20,1.15,5,5,1.083,0,0,1
50,2,30,1.15,5,5,1.465,0,0,1
50,2,40,1.15,5,5,1.305,0,0,1
50,2,50,1.15,5,5,1.165,0,0,1
50,2,60,1.15,5,5,0.97,0,0,1
50,2,70,1.15,5,5,1.47,0,0,1
50,2,80,1.15,5,5,1.25,0,0,1
50,2,90,1.15,6,6,1.747,0,0,1
50,2,100,1.15,5,5,1.124,0,0,1
50,3,10,1.15,4,4,0.923,0,0,1
50,3,20,1.15,4,4,0.8,0,0,1
50,3,30,1.15,4,4,1.292,0,0,1
50,3,40,1.15,4,4,0.925,0,0,1
50,3,50,1.15,4,4,0.89,0,0,1
50,3,60,1.15,4,4,0.818,0,0,1
50,3,70,1.15,4,4,1.22,0,0,1
50,3,80,1.15,4,4,0.994,0,0,1
50,3,90,1.15,4,4,0.775,0,0,1
50,3,100,1.15,4,4,0.797,0,0,1
50,4,10,1.15,3,3,0.752,0,0,1
50,4,20,1.15,3,3,0.673,0,0,1
50,4,30,1.15,3,3,0.838,0,0,1
50,4,40,1.15,3,3,0.841,0,0,1
50,4,50,1.15,3,3,0.711,0,0,1
50,4,60,1.15,3,3,0.639,0,0,1
50,4,70,1.15,3,3,0.871,0,0,1
50,4,80,1.15,3,3,0.734,0,0,1
50,4,90,1.15,3,3,0.671,0,0,1
50,4,100,1.15,3,3,0.812,0,0,1
50,5,10,1.15,4,4,1022.301,0,38,11
50,5,20,1.15,2,2,0.626,0,0,1
50,5,30,1.15,2,2,0.696,0,0,1
50,5,40,1.15,3,3,0.575,0,0,1
50,5,50,1.15,2,2,0.542,0,0,1
50,5,60,1.15,2,2,0.709,0,0,1
50,5,70,1.15,2,2,0.765,0,0,1
50,5,80,1.15,2,2,0.577,0,0,1
50,5,90,1.15,3,3,1.228,0,2,2
50,5,100,1.15,2,2,0.482,0,0,1
60,2,10,1.15,6,6,2.962,0,0,1
60,2,20,1.15,6,6,3.067,0,0,1
60,2,30,1.15,6,6,4.277,0,0,1
60,2,40,1.15,6,6,3.132,0,0,1
60,2,50,1.15,7,7,186.273,0,0,2
60,2,60,1.15,6,6,2.897,0,0,1
60,2,70,1.15,6,6,3.563,0,0,1
60,2,80,1.15,6,6,3.462,0,0,1
60,2,90,1.15,6,6,3.23,0,0,1
60,2,100,1.15,6,6,3.184,0,0,1
60,3,10,1.15,5,5,1.854,0,0,1
60,3,20,1.15,5,5,3.062,0,0,1
60,3,30,1.15,5,5,2.656,0,0,1
60,3,40,1.15,5,5,2.499,0,0,1
60,3,50,1.15,5,5,2.067,0,0,1
60,3,60,1.15,5,5,2.018,0,0,1
60,3,70,1.15,5,5,3.257,0,0,1
60,3,80,1.15,5,5,2.236,0,0,1
60,3,90,1.15,5,5,2.196,0,0,1
60,3,100,1.15,5,5,2.12,0,0,1
60,4,10,1.15,4,4,1.585,0,0,1
60,4,20,1.15,4,4,1.709,0,0,1
60,4,30,1.15,4,4,1.826,0,0,1
60,4,40,1.15,4,4,1.707,0,0,1
60,4,50,1.15,4,4,1.651,0,0,1
60,4,60,1.15,4,4,1.657,0,0,1
60,4,70,1.15,4,4,1.985,0,0,1
60,4,80,1.15,4,4,1.758,0,0,1
60,4,90,1.15,4,4,1.681,0,0,1
60,4,100,1.15,4,4,1.596,0,0,1
60,5,10,1.15,3,3,1.227,0,0,1
60,5,20,1.15,3,3,1.3,0,0,1
60,5,30,1.15,3,3,1.502,0,0,1
60,5,40,1.15,3,3,1.308,0,0,1
60,5,50,1.15,3,3,1.337,0,0,1
60,5,60,1.15,3,3,1.324,0,0,1
60,5,70,1.15,3,3,1.644,0,0,1
60,5,80,1.15,3,3,1.448,0,0,1
60,5,90,1.15,3,3,1.247,0,0,1
60,5,100,1.15,3,3,1.256,0,0,1
70,2,10,1.15,7,7,6.883,0,0,1
70,2,20,1.15,7,7,6.35,0,0,1
70,2,30,1.15,7,7,7.732,0,0,1
70,2,40,1.15,,8,3600,0,0,6
70,2,50,1.15,,8,3600,0,0,7
70,2,60,1.15,7,7,197.47,0,0,2
70,2,70,1.15,7,7,10.595,0,0,1
70,2,80,1.15,7,7,10.312,0,0,1
70,2,90,1.15,7,7,8.841,0,0,1
70,2,100,1.15,7,7,7.523,0,0,1
70,3,10,1.15,6,6,7.66,0,0,1
70,3,20,1.15,6,6,5.591,0,0,1
70,3,30,1.15,6,6,10.024,0,0,1
70,3,40,1.15,6,6,5.679,0,0,1
70,3,50,1.15,7,7,60.777,0,0,1
70,3,60,1.15,6,6,4.826,0,0,1
70,3,70,1.15,6,6,17.354,0,0,1
70,3,80,1.15,6,6,6.675,0,0,1
70,3,90,1.15,6,6,6.105,0,0,1
70,3,100,1.15,6,6,9.194,0,0,1
70,4,10,1.15,5,5,3.249,0,0,1
70,4,20,1.15,5,5,3.669,0,0,1
70,4,30,1.15,5,5,4.754,0,0,1
70,4,40,1.15,6,6,565.877,0,0,8
70,4,50,1.15,7,6,3600,0,0,7
70,4,60,1.15,5,5,4.037,0,0,1
70,4,70,1.15,5,5,4.461,0,0,1
70,4,80,1.15,5,5,5.856,0,0,1
70,4,90,1.15,5,5,3.768,0,0,1
70,4,100,1.15,5,5,3.946,0,0,1
70,5,10,1.15,4,4,2.621,0,0,1
70,5,20,1.15,4,4,2.485,0,0,1
70,5,30,1.15,4,4,2.922,0,0,1
70,5,40,1.15,4,4,2.38,0,0,1
70,5,50,1.15,4,4,2.033,0,0,1
70,5,60,1.15,4,4,2.603,0,0,1
70,5,70,1.15,4,4,3.033,0,0,1
70,5,80,1.15,4,4,2.434,0,0,1
70,5,90,1.15,4,4,2.619,0,0,1
70,5,100,1.15,4,4,2.433,0,0,1
80,2,10,1.15,9,9,37.466,0,0,1
80,2,20,1.15,9,9,230.158,0,0,2
80,2,30,1.15,9,9,254.695,0,0,2
80,2,40,1.15,10,10,1459.787,0,0,8
80,2,50,1.15,9,9,244.283,0,0,2
80,2,60,1.15,10,10,2854.845,0,0,15
80,2,70,1.15,10,10,1309.463,0,0,8
80,2,80,1.15,10,10,1188.154,0,0,7
80,2,90,1.15,9,9,35.189,0,0,1
80,2,100,1.15,9,9,40.525,0,0,1
80,3,10,1.15,8,8,28.275,0,0,1
80,3,20,1.15,8,8,40.79,0,0,1
80,3,30,1.15,8,8,30.463,0,0,1
80,3,40,1.15,8,8,26.102,0,0,1
80,3,50,1.15,8,8,28.71,0,0,1
80,3,60,1.15,8,8,24.39,0,0,1
80,3,70,1.15,8,8,47.447,0,0,1
80,3,80,1.15,8,8,30.665,0,0,1
80,3,90,1.15,8,8,34.825,0,0,1
80,3,100,1.15,8,8,61.233,0,0,1
80,4,10,1.15,,6,3600,0,0,1
80,4,20,1.15,7,7,14.581,0,0,1
80,4,30,1.15,7,7,30.959,0,0,1
80,4,40,1.15,7,7,13.468,0,0,1
80,4,50,1.15,7,7,13.06,0,0,1
80,4,60,1.15,7,7,13.889,0,0,1
80,4,70,1.15,7,7,14.633,0,0,1
80,4,80,1.15,8,8,20.25,0,0,1
80,4,90,1.15,7,7,54.77,0,0,1
80,4,100,1.15,7,7,19.235,0,0,1
80,5,10,1.15,6,6,9.542,0,0,1
80,5,20,1.15,6,6,9.556,0,0,1
80,5,30,1.15,6,6,9.758,0,0,1
80,5,40,1.15,6,6,8.693,0,0,1
80,5,50,1.15,6,6,8.88,0,0,1
80,5,60,1.15,6,6,8.723,0,0,1
80,5,70,1.15,6,6,12.305,0,0,1
80,5,80,1.15,6,6,10.085,0,0,1
80,5,90,1.15,6,6,9.865,0,0,1
80,5,100,1.15,6,6,11.139,0,0,1
