Job num,Machine num,Seed,Lambda,objective value,lower bound,total time,initial ban num,total ban num,total iter num
50,2,80,1.15,5,5,0.095,0,0,1
50,2,90,1.15,5,5,0.118,0,0,1
50,2,100,1.15,5,5,0.1,0,0,1
50,3,10,1.15,4,4,0.187,0,0,1
50,3,20,1.15,4,4,0.185,0,0,1
50,3,30,1.15,4,4,0.153,0,0,1
50,3,40,1.15,4,4,0.191,0,0,1
50,3,50,1.15,4,4,0.195,0,0,1
50,3,60,1.15,4,4,0.167,0,0,1
50,3,70,1.15,4,4,0.175,0,0,1
50,3,80,1.15,4,4,0.166,0,0,1
50,3,90,1.15,4,4,0.221,0,0,1
50,3,100,1.15,4,4,0.2,0,0,1
50,4,10,1.15,3,3,0.17,0,0,1
50,4,20,1.15,3,3,0.17,0,0,1
50,4,30,1.15,3,3,0.156,0,0,1
50,4,40,1.15,3,3,0.171,0,0,1
50,4,50,1.15,3,3,0.185,0,0,1
50,4,60,1.15,3,3,0.17,0,0,1
50,4,70,1.15,3,3,0.154,0,0,1
50,4,80,1.15,3,3,0.154,0,0,1
50,4,90,1.15,3,3,0.17,0,0,1
50,4,100,1.15,3,3,0.188,0,0,1
50,5,10,1.15,2,2,0.278,0,0,1
50,5,20,1.15,2,2,0.251,0,0,1
50,5,30,1.15,2,2,0.248,0,0,1
50,5,40,1.15,2,2,0.264,0,0,1
50,5,50,1.15,2,2,0.277,0,0,1
50,5,60,1.15,2,2,0.262,0,0,1
50,5,70,1.15,2,2,0.235,0,0,1
50,5,80,1.15,2,2,0.277,0,0,1
50,5,90,1.15,3,3,0.343,0,0,1
50,5,100,1.15,3,3,16.595,0,2,3
60,2,10,1.15,6,6,0.28,0,0,1
60,2,20,1.15,6,6,0.306,0,0,1
60,2,30,1.15,6,6,0.256,0,0,1
60,2,40,1.15,6,6,0.295,0,0,1
60,2,50,1.15,6,6,0.37,0,0,1
60,2,60,1.15,6,6,0.293,0,0,1
60,2,70,1.15,6,6,0.241,0,0,1
60,2,80,1.15,6,6,0.309,0,0,1
60,2,90,1.15,6,6,0.268,0,0,1
60,2,100,1.15,6,6,0.284,0,0,1
60,3,10,1.15,5,5,0.279,0,0,1
60,3,20,1.15,5,5,0.299,0,0,1
60,3,30,1.15,5,5,0.248,0,0,1
60,3,40,1.15,5,5,0.298,0,0,1
60,3,50,1.15,5,5,0.33,0,0,1
60,3,60,1.15,5,5,0.331,0,0,1
60,3,70,1.15,5,5,0.256,0,0,1
60,3,80,1.15,5,5,0.298,0,0,1
60,3,90,1.15,5,5,0.278,0,0,1
60,3,100,1.15,5,5,0.257,0,0,1
60,4,10,1.15,4,4,0.539,0,0,1
60,4,20,1.15,4,4,0.548,0,0,1
60,4,30,1.15,4,4,0.502,0,0,1
60,4,40,1.15,4,4,0.551,0,0,1
60,4,50,1.15,4,4,0.542,0,0,1
60,4,60,1.15,4,4,0.55,0,0,1
60,4,70,1.15,4,4,0.518,0,0,1
60,4,80,1.15,4,4,0.54,0,0,1
60,4,90,1.15,4,4,0.525,0,0,1
60,4,100,1.15,4,4,0.55,0,0,1
60,5,10,1.15,3,3,0.409,0,0,1
60,5,20,1.15,3,3,0.354,0,0,1
60,5,30,1.15,3,3,0.358,0,0,1
60,5,40,1.15,3,3,0.389,0,0,1
60,5,50,1.15,3,3,0.406,0,0,1
60,5,60,1.15,3,3,0.402,0,0,1
60,5,70,1.15,3,3,0.356,0,0,1
60,5,80,1.15,3,3,0.374,0,0,1
60,5,90,1.15,3,3,0.376,0,0,1
60,5,100,1.15,3,3,0.39,0,0,1
70,2,10,1.15,7,7,0.652,0,0,1
70,2,20,1.15,7,7,0.619,0,0,1
70,2,30,1.15,7,7,0.464,0,0,1
70,2,40,1.15,7,7,0.637,0,0,1
70,2,50,1.15,7,7,0.72,0,0,1
70,2,60,1.15,7,7,0.578,0,0,1
70,2,70,1.15,7,7,0.36,0,0,1
70,2,80,1.15,7,7,0.678,0,0,1
70,2,90,1.15,7,7,0.614,0,0,1
70,2,100,1.15,7,7,0.669,0,0,1
70,3,10,1.15,6,6,0.942,0,0,1
70,3,20,1.15,6,6,0.971,0,0,1
70,3,30,1.15,6,6,0.824,0,0,1
70,3,40,1.15,6,6,0.984,0,0,1
70,3,50,1.15,6,6,1.027,0,0,1
70,3,60,1.15,6,6,0.904,0,0,1
70,3,70,1.15,6,6,0.741,0,0,1
70,3,80,1.15,6,6,0.945,0,0,1
70,3,90,1.15,6,6,0.955,0,0,1
70,3,100,1.15,6,6,0.932,0,0,1
70,4,10,1.15,5,5,0.886,0,0,1
70,4,20,1.15,5,5,0.909,0,0,1
70,4,30,1.15,5,5,0.811,0,0,1
70,4,40,1.15,5,5,0.925,0,0,1
70,4,50,1.15,6,6,545.213,0,0,5
70,4,60,1.15,5,5,0.918,0,0,1
70,4,70,1.15,5,5,0.746,0,0,1
70,4,80,1.15,5,5,0.941,0,0,1
70,4,90,1.15,5,5,0.979,0,0,1
70,4,100,1.15,5,5,0.927,0,0,1
70,5,10,1.15,4,4,0.559,0,0,1
70,5,20,1.15,4,4,0.562,0,0,1
70,5,30,1.15,4,4,0.544,0,0,1
70,5,40,1.15,4,4,0.549,0,0,1
70,5,50,1.15,4,4,0.593,0,0,1
70,5,60,1.15,4,4,0.546,0,0,1
70,5,70,1.15,4,4,0.531,0,0,1
70,5,80,1.15,4,4,0.571,0,0,1
70,5,90,1.15,4,4,0.56,0,0,1
70,5,100,1.15,4,4,0.547,0,0,1
80,2,10,1.15,9,9,9.359,0,0,1
80,2,20,1.15,9,9,8.34,0,0,1
80,2,30,1.15,9,9,8.01,0,0,1
80,2,40,1.15,9,9,8.629,0,0,1
80,2,50,1.15,9,9,192.233,0,0,2
80,2,60,1.15,9,9,190.698,0,0,2
80,2,70,1.15,9,9,8.036,0,0,1
80,2,80,1.15,9,9,9.839,0,0,1
80,2,90,1.15,9,9,9.568,0,0,1
80,2,100,1.15,9,9,9.036,0,0,1
80,3,10,1.15,8,8,2.76,0,0,1
80,3,20,1.15,8,8,2.493,0,0,1
80,3,30,1.15,8,8,2.192,0,0,1
80,3,40,1.15,8,8,2.592,0,0,1
80,3,50,1.15,8,8,3.149,0,0,1
80,3,60,1.15,8,8,2.567,0,0,1
80,3,70,1.15,8,8,2.378,0,0,1
80,3,80,1.15,8,8,3.206,0,0,1
80,3,90,1.15,8,8,3.015,0,0,1
80,3,100,1.15,8,8,2.784,0,0,1
80,4,10,1.15,7,7,1.926,0,0,1
80,4,20,1.15,7,7,1.852,0,0,1
80,4,30,1.15,7,7,1.769,0,0,1
80,4,40,1.15,7,7,1.934,0,0,1
80,4,50,1.15,7,7,2.308,0,0,1
80,4,60,1.15,7,7,1.902,0,0,1
80,4,70,1.15,7,7,1.922,0,0,1
80,4,80,1.15,7,7,2.243,0,0,1
80,4,90,1.15,7,7,2.167,0,0,1
80,4,100,1.15,7,7,2.087,0,0,1
80,5,10,1.15,6,6,3.355,0,0,1
80,5,20,1.15,6,6,3.032,0,0,1
80,5,30,1.15,6,6,2.911,0,0,1
80,5,40,1.15,6,6,3.18,0,0,1
80,5,50,1.15,6,6,3.262,0,0,1
80,5,60,1.15,6,6,2.978,0,0,1
80,5,70,1.15,6,6,3.159,0,0,1
80,5,80,1.15,6,6,3.334,0,0,1
80,5,90,1.15,6,6,3.545,0,0,1
80,5,100,1.15,6,6,3.208,0,0,1
